titre	url Page d’histoire	sujet	url sujet	agent	url agent	Lieux	url Lieux
Auguste Perret	https://francearchives.fr/pages_histoire/39683	architecte###construction	https://francearchives.fr/fr/subject/130956785###https://francearchives.fr/fr/subject/130692143	Auguste Perret (1874-1954 ; architecte français) ; Gustave Perret (1876-1952 ; architecte français)	https://francearchives.fr/fr/agent/110405517		
Aurore Dupin, dite George Sand	https://francearchives.fr/pages_histoire/38944	littérature###voyage###condition féminine	https://francearchives.fr/fr/subject/130950597###https://francearchives.fr/fr/subject/130965445###https://francearchives.fr/fr/subject/18258287	Sand, George (1804-1876 ; romancière et dramaturge française)	https://francearchives.fr/fr/agent/19284274	Nohant-Vic (Indre)	https://francearchives.fr/fr/location/18371832
Charles-Augustin Sainte-Beuve	https://francearchives.fr/pages_histoire/38945	littérature###presse	https://francearchives.fr/fr/subject/130950597###https://francearchives.fr/fr/subject/130666092	Sainte-Beuve, Charles Augustin (1804-1869 ; critique littéraire et écrivain français)	https://francearchives.fr/fr/agent/18634178		
Consécration de la Madeleine de Vézelay	https://francearchives.fr/pages_histoire/39073	Institution monastique###Moyen Âge###pélerinage###architecture	https://francearchives.fr/fr/subject/216752620###https://francearchives.fr/fr/subject/131572578###https://francearchives.fr/fr/subject/130980466###https://francearchives.fr/fr/subject/130953121			Vézelay (Yonne, France)	https://francearchives.fr/fr/location/217170690
Début des travaux du canal de la Durance	https://francearchives.fr/pages_histoire/38843	irrigation###chenal	https://francearchives.fr/fr/subject/130761963###https://francearchives.fr/fr/subject/221180004				
Émile Gallé	https://francearchives.fr/pages_histoire/39783	industrie du feu###industrie du verre###mobilier###vie intellectuelle	https://francearchives.fr/fr/subject/217662800###https://francearchives.fr/fr/subject/130947991###https://francearchives.fr/fr/subject/130737746###https://francearchives.fr/fr/subject/222798			Nancy (Meurthe-et-Moselle, France)	https://francearchives.fr/fr/location/18403366
Émile Mâle	https://francearchives.fr/pages_histoire/38838	art###recherche historique###Moyen Âge	https://francearchives.fr/fr/subject/131990462###https://francearchives.fr/fr/subject/221826 ###https://francearchives.fr/fr/subject/131572578	Mâle, Émile (1862-1954 ; historien de l’art français)	https://francearchives.fr/fr/agent/301225896		
Emmanuel Kant	https://francearchives.fr/pages_histoire/38943	philosophie	https://francearchives.fr/fr/subject/130850802	Kant, Immanuel (1724-1804 ; philosophe allemand)	https://francearchives.fr/fr/agent/301203131		
Étienne-Jules Marey	https://francearchives.fr/pages_histoire/39204	médecin###invention###photographie	https://francearchives.fr/fr/subject/164992079###https://francearchives.fr/fr/subject/218304216###https://francearchives.fr/fr/subject/165463229	Marey, Etienne Jules (1830-1904 ; médecin français, inventeur de la chronophotographie) 	https://francearchives.fr/fr/agent/19181990		
Félicité de La Mennais, ou Lammenais	https://francearchives.fr/pages_histoire/38947	catholicisme###mouvement politique et sociétal	https://francearchives.fr/fr/subject/130736691###https://francearchives.fr/fr/subject/223062	La Mennais, Félicité de (1782-1854 ; écrivain, philosophe et prêtre français)	https://francearchives.fr/fr/agent/131809313		
Fondation de l’Académie celtique, future Société nationale des Antiquaires de France	https://francearchives.fr/pages_histoire/38731	société savante###Antiquité###Moyen Âge	https://francearchives.fr/fr/subject/131928557###https://francearchives.fr/fr/subject/221185131###https://francearchives.fr/fr/subject/131572578	Société nationale des antiquaires de France 	https://francearchives.fr/fr/agent/131035125		
Fondation des concerts du Domaine musical par Pierre Boulez	https://francearchives.fr/pages_histoire/38840	musique	https://francearchives.fr/fr/subject/130949414	"Boulez, Pierre (1925-2016 ; compositeur, chef d'orchestre, auteur et pianiste français)
"	https://francearchives.fr/fr/agent/18765209		
Fondation du « félibrige » pour la promotion de la langue et de la culture d’oc	https://francearchives.fr/pages_histoire/39081	langue régionale###littérature###vie intellectuelle	https://francearchives.fr/fr/subject/131496296###https://francearchives.fr/fr/subject/130950597###https://francearchives.fr/fr/subject/222798	Mistral, Frédéric (1830-1914 ; poète français, co-fondateur du Félibrige)	https://francearchives.fr/fr/agent/19254274	Châteauneuf-de-Gadagne (Vaucluse, France)	https://francearchives.fr/fr/location/30309719
Frédéric-Auguste Bartholdi	https://francearchives.fr/pages_histoire/39682	sculpture###libéralisme###Troisième République (1870-1940)	https://francearchives.fr/fr/subject/130953741###https://francearchives.fr/fr/subject/130744712###https://francearchives.fr/fr/subject/166447082	Bartholdi, Auguste (1834-1904 ; sculpteur français)	https://francearchives.fr/fr/agent/130776455		
Germain Boffrand	https://francearchives.fr/pages_histoire/38733	architecture###urbanisme	https://francearchives.fr/fr/subject/130953121###https://francearchives.fr/fr/subject/168520112	Boffrand, Germain (1667-1754)	https://francearchives.fr/fr/agent/18741418		
Henri Fantin-Latour	https://francearchives.fr/pages_histoire/39784	peinture	https://francearchives.fr/fr/subject/132028797				
Henri Matisse	https://francearchives.fr/pages_histoire/39684	peinture	https://francearchives.fr/fr/subject/132028797	Matisse, Henri (1869-1954 ; peintre français)	https://francearchives.fr/fr/agent/131503106	Nice (Alpes-Maritimes, France)	https://francearchives.fr/fr/location/217178350
Henri Wallon	https://francearchives.fr/pages_histoire/39437	constitution###Troisième République (1870-1940)###libéralisme###abolition de l’esclavage (1848)	https://francearchives.fr/fr/subject/130928509###https://francearchives.fr/fr/subject/166447082###https://francearchives.fr/fr/subject/130744712###https://francearchives.fr/fr/subject/226637505	Wallon, Henri (1812-1904 ; historien et homme politique français)	https://francearchives.fr/fr/agent/18502547		
Jacques Bernoulli	https://francearchives.fr/pages_histoire/39206	mathématiques	https://francearchives.fr/fr/subject/130852103				
Jacques Lemercier	https://francearchives.fr/pages_histoire/38734	architecture	https://francearchives.fr/fr/subject/130953121	Lemercier, Jacques (1585?-1654 ; architecte français)	https://francearchives.fr/fr/agent/18413873		
Jean Alexis Moncorgé, dit Jean Gabin	https://francearchives.fr/pages_histoire/38730	cinéma	https://francearchives.fr/fr/subject/132090528	Gabin, Jean (1904-1976 ; acteur français)	https://francearchives.fr/fr/agent/256190002		
Jean Nicot, sieur de Villemain	https://francearchives.fr/pages_histoire/39205	tabac###dictionnaire	https://francearchives.fr/fr/subject/221777339###https://francearchives.fr/fr/subject/131449539				
Jean-Nicolas Arthur Rimbaud	https://francearchives.fr/pages_histoire/38937	poésie 	https://francearchives.fr/fr/subject/221204583	Rimbaud, Arthur (1854-1891 ; poète français)###Verlaine, Paul (1844-1896 ; poète français)	https://francearchives.fr/fr/agent/18617498###https://francearchives.fr/fr/agent/130924394	Charleville-Mézières (Ardennes, France)	https://francearchives.fr/fr/location/18375174
Jules-Henri Poincaré	https://francearchives.fr/fr/pages_histoire/39202	mathématiques	https://francearchives.fr/fr/subject/130852103	Poincaré, Henri (1854-1912)	https://francearchives.fr/fr/agent/301265266		
Laennec soutient sa thèse de médecine	https://francearchives.fr/pages_histoire/39208	médecin###invention###société savante	https://francearchives.fr/fr/subject/164992079###https://francearchives.fr/fr/subject/218304216###https://francearchives.fr/fr/subject/131928557	Bayle, Gaspard-Laurent (1774-1816 ; médecin français)###Laennec, René-Théophile-Hyacinthe (1781-1826 ; médecin français, inventeur du stéthoscope)	https://francearchives.fr/fr/agent/18679590		
Leon Battista Alberti	https://francearchives.fr/pages_histoire/39072	architecture###Renaissance 	https ://francearchives.fr/fr/subject/130953121###https://francearchives.fr/fr/subject/131693346			Italie	https://francearchives.fr/fr/location/130809215
Marc-Antoine Charpentier	https://francearchives.fr/pages_histoire/38735	musique	https://francearchives.fr/fr/subject/130949414 	Charpentier, Marc Antoine (1643-1704 ; compositeur français)	https://francearchives.fr/fr/agent/130951256		
Marguerite d’Autriche décide de faire édifier le mausolée de Brou	https://francearchives.fr/pages_histoire/39757	institution monastique###édifice cultuel###Moyen Âge	https://francearchives.fr/fr/subject/216752620###https://francearchives.fr/fr/subject/130759504###https://francearchives.fr/fr/subject/131572578	Marguerite d'Autriche (1480-1530 ; duchesse de Savoie)	https://francearchives.fr/fr/agent/167882056	Bourg-en-Bresse (Ain, France)	https://francearchives.fr/fr/location/167882058
Maurice Quentin Delatour	https://francearchives.fr/pages_histoire/39785	peinture	https://francearchives.fr/fr/subject/132028797	La Tour, Maurice-Quentin de (1704-1788 ; peintre français)###Louis XV (1710-1774 ; roi de France)	https://francearchives.fr/fr/agent/19050597###https://francearchives.fr/fr/agent/131638857		
Nicolas-Joseph Cugnot	https://francearchives.fr/pages_histoire/39201	invention###armée###transport	https://francearchives.fr/fr/subject/218304216###https://francearchives.fr/fr/subject/130962752###https://francearchives.fr/fr/subject/130949549				
Parution d’Histoire d’O sous le nom de Pauline Réage	https://francearchives.fr/pages_histoire/39076	littérature###condition féminine	https://francearchives.fr/fr/subject/130950597###https://francearchives.fr/fr/subject/18258287 	Paulhan, Jean (1884-1968 ; écrivain, critique et éditeur français) ; Aury, Dominique (1907-1998 ; écrivain et éditrice française) ; Pauvert, Jean-Jacques (1926-2014 ; éditeur français)	https://francearchives.fr/fr/agent/131438636		
Parution d’Oberman par Senancour	https://francearchives.fr/pages_histoire/38946	littérature 	https://francearchives.fr/fr/subject/301150616				
Parution d’Une certaine tendance du cinéma français de François Truffaut dans les « Cahiers du cinéma »	https://francearchives.fr/pages_histoire/38842	cinéma	https://francearchives.fr/fr/subject/132090528	Truffaut, François (1932-1984 ; cinéaste français)	https://francearchives.fr/fr/agent/162947156		
Parution de Bonjour tristesse de Françoise Sagan	https://francearchives.fr/pages_histoire/39077	littérature###Guerre d’Indochine (1946-1954)	https://francearchives.fr/fr/subject/130950597###https://francearchives.fr/fr/subject/131490630	Mendès France, Pierre (1907-1982 ; homme politique français) ; Sagan, Françoise (1935-2004 ; écrivain français) ; 	https://francearchives.fr/fr/agent/130832304		
Parution de L’architecture considérée sous le rapport de l’art, des mœurs et de la législation, de Claude-Nicolas Ledoux	https://francearchives.fr/pages_histoire/38732	architecture	https://francearchives.fr/fr/subject/130953121	Ledoux, Claude Nicolas (1736-1806 ; architecte français)	https://francearchives.fr/fr/agent/131510582		
Parution de l’Histoire entière des poissons… de Guillaume Rondelet	https://francearchives.fr/pages_histoire/38844	médecin###Renaissance###sciences de la vie et de la terre	https://francearchives.fr/fr/subject/164992079###https://francearchives.fr/fr/subject/131693346###https://francearchives.fr/fr/subject/213703462	Rondelet, Guillaume (1507-1566 ; médecin français)	https://francearchives.fr/fr/agent/19333026		
Parution de La vie d’un simple d’Émile Guillaumin	https://francearchives.fr/pages_histoire/39078	agriculteur###littérature###population rurale	https://francearchives.fr/fr/subject/171042734###https://francearchives.fr/fr/subject/130950597###https://francearchives.fr/fr/subject/18268774	Guillaumin, Émile (1873-1951 ; écrivain paysan français)	https://francearchives.fr/fr/agent/131799315		
Parution du premier volume des Mémoires de guerre de Charles de Gaulle	https://francearchives.fr/pages_histoire/39074	littérature###Guerre 1939-1945	https://francearchives.fr/fr/subject/130950597###https://francearchives.fr/fr/subject/229154479	Gaulle, Charles de (1890-1970)	https://francearchives.fr/fr/agent/130851666		
Parution du premier volume du Dictionnaire raisonné de l’architecture française… d’Eugène Viollet-le-Duc	https://francearchives.fr/pages_histoire/38729	architecture###Moyen Âge	https://francearchives.fr/fr/subject/130953121###https://francearchives.fr/fr/subject/131572578	Viollet-le-Duc, Eugène-Emmanuel (1814-1879 ; architecte français)	https://francearchives.fr/fr/agent/131449188		
Parution du Traité des sensations par Condillac	https://francearchives.fr/pages_histoire/39071	philosophie	https://francearchives.fr/fr/subject/130850802	Condillac, Etienne Bonnot de (1714-1780)	https://francearchives.fr/fr/agent/18752138		
